Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"11001007804","Census Tract 78.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000142",,,,,"11","001",,,"007804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007804","Census Tract 78.04",,,,1288,237,68,50,11,0,114,42,21,0,306,130,90,46,27,22,124,18.4,5.28,3.88,0.85,0,8.85,3.26,1.63,0,23.76,10.09,6.99,3.57,2.1,1.71,9.63
"11001007806","Census Tract 78.06, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000143",,,,,"11","001",,,"007806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007806","Census Tract 78.06",,,,1017,39,76,36,74,188,85,28,9,44,162,42,105,28,10,38,53,3.83,7.47,3.54,7.28,18.49,8.36,2.75,0.88,4.33,15.93,4.13,10.32,2.75,0.98,3.74,5.21
"11001007807","Census Tract 78.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000144",,,,,"11","001",,,"007807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007807","Census Tract 78.07",,,,753,63,33,16,38,25,79,83,24,19,45,61,161,54,10,31,11,8.37,4.38,2.12,5.05,3.32,10.49,11.02,3.19,2.52,5.98,8.1,21.38,7.17,1.33,4.12,1.46
"11001007808","Census Tract 78.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000145",,,,,"11","001",,,"007808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007808","Census Tract 78.08",,,,1497,186,204,73,105,51,55,5,60,21,93,96,241,99,163,20,25,12.42,13.63,4.88,7.01,3.41,3.67,0.33,4.01,1.4,6.21,6.41,16.1,6.61,10.89,1.34,1.67
"11001007809","Census Tract 78.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000146",,,,,"11","001",,,"007809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007809","Census Tract 78.09",,,,995,185,57,36,86,37,32,31,17,0,133,110,152,47,47,8,17,18.59,5.73,3.62,8.64,3.72,3.22,3.12,1.71,0,13.37,11.06,15.28,4.72,4.72,0.8,1.71
"11001007901","Census Tract 79.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000147",,,,,"11","001",,,"007901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007901","Census Tract 79.01",,,,1580,157,140,21,114,59,26,0,0,9,112,57,407,124,86,104,164,9.94,8.86,1.33,7.22,3.73,1.65,0,0,0.57,7.09,3.61,25.76,7.85,5.44,6.58,10.38
"11001007903","Census Tract 79.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000148",,,,,"11","001",,,"007903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007903","Census Tract 79.03",,,,746,62,9,0,4,30,0,18,15,23,19,73,134,54,134,91,80,8.31,1.21,0,0.54,4.02,0,2.41,2.01,3.08,2.55,9.79,17.96,7.24,17.96,12.2,10.72
"11001008001","Census Tract 80.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000149",,,,,"11","001",,,"008001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008001","Census Tract 80.01",,,,1376,37,10,0,26,9,9,0,36,19,20,45,107,116,117,331,494,2.69,0.73,0,1.89,0.65,0.65,0,2.62,1.38,1.45,3.27,7.78,8.43,8.5,24.06,35.9
"11001008002","Census Tract 80.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000150",,,,,"11","001",,,"008002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008002","Census Tract 80.02",,,,1402,66,19,52,0,22,6,8,27,22,23,100,117,135,46,261,498,4.71,1.36,3.71,0,1.57,0.43,0.57,1.93,1.57,1.64,7.13,8.35,9.63,3.28,18.62,35.52
"11001008100","Census Tract 81, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000151",,,,,"11","001",,,"008100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008100","Census Tract 81",,,,1523,0,0,11,34,42,0,9,10,0,20,108,205,248,123,139,574,0,0,0.72,2.23,2.76,0,0.59,0.66,0,1.31,7.09,13.46,16.28,8.08,9.13,37.69
"11001008200","Census Tract 82, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000152",,,,,"11","001",,,"008200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008200","Census Tract 82",,,,1364,8,6,13,0,42,0,0,28,24,11,105,169,183,120,236,419,0.59,0.44,0.95,0,3.08,0,0,2.05,1.76,0.81,7.7,12.39,13.42,8.8,17.3,30.72
"11001008301","Census Tract 83.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000153",,,,,"11","001",,,"008301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008301","Census Tract 83.01",,,,1241,45,12,0,0,31,0,0,0,18,48,97,98,89,160,151,492,3.63,0.97,0,0,2.5,0,0,0,1.45,3.87,7.82,7.9,7.17,12.89,12.17,39.65
"11001008302","Census Tract 83.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000154",,,,,"11","001",,,"008302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008302","Census Tract 83.02",,,,1095,18,0,4,0,39,0,9,0,22,38,42,129,116,43,298,337,1.64,0,0.37,0,3.56,0,0.82,0,2.01,3.47,3.84,11.78,10.59,3.93,27.21,30.78
"11001008402","Census Tract 84.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000155",,,,,"11","001",,,"008402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008402","Census Tract 84.02",,,,1154,92,31,34,48,0,35,7,14,13,165,12,145,47,80,130,301,7.97,2.69,2.95,4.16,0,3.03,0.61,1.21,1.13,14.3,1.04,12.56,4.07,6.93,11.27,26.08
"11001008410","Census Tract 84.10, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000156",,,,,"11","001",,,"008410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008410","Census Tract 84.10",,,,669,21,6,6,2,6,0,3,13,9,37,41,25,26,46,132,296,3.14,0.9,0.9,0.3,0.9,0,0.45,1.94,1.35,5.53,6.13,3.74,3.89,6.88,19.73,44.25
"11001008701","Census Tract 87.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000157",,,,,"11","001",,,"008701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008701","Census Tract 87.01",,,,972,10,6,10,0,6,10,16,0,65,31,100,149,98,44,231,196,1.03,0.62,1.03,0,0.62,1.03,1.65,0,6.69,3.19,10.29,15.33,10.08,4.53,23.77,20.16
"11001008702","Census Tract 87.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000158",,,,,"11","001",,,"008702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008702","Census Tract 87.02",,,,1729,75,23,64,22,37,72,26,33,62,42,80,539,176,157,128,193,4.34,1.33,3.7,1.27,2.14,4.16,1.5,1.91,3.59,2.43,4.63,31.17,10.18,9.08,7.4,11.16
"11001008802","Census Tract 88.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000159",,,,,"11","001",,,"008802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008802","Census Tract 88.02",,,,1623,146,90,19,54,47,38,92,69,85,144,146,103,216,87,108,179,9,5.55,1.17,3.33,2.9,2.34,5.67,4.25,5.24,8.87,9,6.35,13.31,5.36,6.65,11.03
"11001008803","Census Tract 88.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000160",,,,,"11","001",,,"008803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008803","Census Tract 88.03",,,,927,96,64,39,24,35,54,23,25,53,41,77,140,17,32,163,44,10.36,6.9,4.21,2.59,3.78,5.83,2.48,2.7,5.72,4.42,8.31,15.1,1.83,3.45,17.58,4.75
"11001008804","Census Tract 88.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000161",,,,,"11","001",,,"008804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008804","Census Tract 88.04",,,,1347,131,106,104,54,70,54,22,24,35,52,69,397,117,18,34,60,9.73,7.87,7.72,4.01,5.2,4.01,1.63,1.78,2.6,3.86,5.12,29.47,8.69,1.34,2.52,4.45
"11001008903","Census Tract 89.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000162",,,,,"11","001",,,"008903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008903","Census Tract 89.03",,,,1494,46,52,79,48,118,98,0,162,33,62,412,121,100,110,43,10,3.08,3.48,5.29,3.21,7.9,6.56,0,10.84,2.21,4.15,27.58,8.1,6.69,7.36,2.88,0.67
"11001008904","Census Tract 89.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000163",,,,,"11","001",,,"008904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008904","Census Tract 89.04",,,,1829,268,80,49,25,130,74,109,142,103,160,232,175,39,60,85,98,14.65,4.37,2.68,1.37,7.11,4.05,5.96,7.76,5.63,8.75,12.68,9.57,2.13,3.28,4.65,5.36
"11001009000","Census Tract 90, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000164",,,,,"11","001",,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009000","Census Tract 90",,,,2182,271,100,150,158,18,41,123,10,191,54,142,193,258,87,222,164,12.42,4.58,6.87,7.24,0.82,1.88,5.64,0.46,8.75,2.47,6.51,8.85,11.82,3.99,10.17,7.52
"11001009102","Census Tract 91.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000165",,,,,"11","001",,,"009102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009102","Census Tract 91.02",,,,1835,231,146,102,80,102,87,16,178,36,134,58,120,126,69,231,119,12.59,7.96,5.56,4.36,5.56,4.74,0.87,9.7,1.96,7.3,3.16,6.54,6.87,3.76,12.59,6.49
"11001009201","Census Tract 92.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000166",,,,,"11","001",,,"009201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009201","Census Tract 92.01",,,,1104,123,14,22,20,6,6,55,36,10,99,81,116,102,49,177,188,11.14,1.27,1.99,1.81,0.54,0.54,4.98,3.26,0.91,8.97,7.34,10.51,9.24,4.44,16.03,17.03
"11001009203","Census Tract 92.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000167",,,,,"11","001",,,"009203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009203","Census Tract 92.03",,,,1354,69,31,26,8,69,0,34,31,55,142,168,158,93,38,217,215,5.1,2.29,1.92,0.59,5.1,0,2.51,2.29,4.06,10.49,12.41,11.67,6.87,2.81,16.03,15.88
"11001009204","Census Tract 92.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000168",,,,,"11","001",,,"009204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009204","Census Tract 92.04",,,,1343,206,107,216,30,57,22,74,54,57,38,205,175,1,37,33,31,15.34,7.97,16.08,2.23,4.24,1.64,5.51,4.02,4.24,2.83,15.26,13.03,0.07,2.76,2.46,2.31
"11001009301","Census Tract 93.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000169",,,,,"11","001",,,"009301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009301","Census Tract 93.01",,,,1375,20,30,44,16,36,0,11,22,8,21,131,100,170,85,166,515,1.45,2.18,3.2,1.16,2.62,0,0.8,1.6,0.58,1.53,9.53,7.27,12.36,6.18,12.07,37.45
"11001009302","Census Tract 93.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000170",,,,,"11","001",,,"009302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009302","Census Tract 93.02",,,,701,33,35,34,18,23,0,17,11,8,18,115,87,53,68,66,115,4.71,4.99,4.85,2.57,3.28,0,2.43,1.57,1.14,2.57,16.41,12.41,7.56,9.7,9.42,16.41
"11001009400","Census Tract 94, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000171",,,,,"11","001",,,"009400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009400","Census Tract 94",,,,1705,139,36,9,33,51,19,77,15,27,113,69,164,130,132,212,479,8.15,2.11,0.53,1.94,2.99,1.11,4.52,0.88,1.58,6.63,4.05,9.62,7.62,7.74,12.43,28.09
"11001009503","Census Tract 95.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000172",,,,,"11","001",,,"009503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009503","Census Tract 95.03",,,,1065,19,0,9,21,35,0,9,20,9,58,99,201,178,79,150,178,1.78,0,0.85,1.97,3.29,0,0.85,1.88,0.85,5.45,9.3,18.87,16.71,7.42,14.08,16.71
"11001009504","Census Tract 95.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000173",,,,,"11","001",,,"009504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009504","Census Tract 95.04",,,,1174,81,80,51,9,24,69,16,34,0,51,9,118,87,144,288,113,6.9,6.81,4.34,0.77,2.04,5.88,1.36,2.9,0,4.34,0.77,10.05,7.41,12.27,24.53,9.63
"11001009505","Census Tract 95.05, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000174",,,,,"11","001",,,"009505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009505","Census Tract 95.05",,,,1479,117,45,24,19,65,0,11,178,61,49,128,129,125,97,107,324,7.91,3.04,1.62,1.28,4.39,0,0.74,12.04,4.12,3.31,8.65,8.72,8.45,6.56,7.23,21.91
"11001009507","Census Tract 95.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000175",,,,,"11","001",,,"009507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009507","Census Tract 95.07",,,,587,26,45,4,16,66,12,14,9,8,11,102,57,75,43,54,45,4.43,7.67,0.68,2.73,11.24,2.04,2.39,1.53,1.36,1.87,17.38,9.71,12.78,7.33,9.2,7.67
"11001009508","Census Tract 95.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000176",,,,,"11","001",,,"009508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009508","Census Tract 95.08",,,,1481,152,67,25,113,55,78,74,105,36,60,279,65,96,183,34,59,10.26,4.52,1.69,7.63,3.71,5.27,5,7.09,2.43,4.05,18.84,4.39,6.48,12.36,2.3,3.98
"11001009509","Census Tract 95.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000177",,,,,"11","001",,,"009509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009509","Census Tract 95.09",,,,1246,30,45,0,27,0,12,21,84,81,88,190,111,204,156,123,74,2.41,3.61,0,2.17,0,0.96,1.69,6.74,6.5,7.06,15.25,8.91,16.37,12.52,9.87,5.94
"11001009510","Census Tract 95.10, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000178",,,,,"11","001",,,"009510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009510","Census Tract 95.10",,,,1650,210,5,98,118,14,134,97,82,23,206,126,169,181,78,26,83,12.73,0.3,5.94,7.15,0.85,8.12,5.88,4.97,1.39,12.48,7.64,10.24,10.97,4.73,1.58,5.03
"11001009511","Census Tract 95.11, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000179",,,,,"11","001",,,"009511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009511","Census Tract 95.11",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
"11001009601","Census Tract 96.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000180",,,,,"11","001",,,"009601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009601","Census Tract 96.01",,,,851,195,88,21,50,47,42,61,8,12,55,91,38,20,45,27,51,22.91,10.34,2.47,5.88,5.52,4.94,7.17,0.94,1.41,6.46,10.69,4.47,2.35,5.29,3.17,5.99
"11001009602","Census Tract 96.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000181",,,,,"11","001",,,"009602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009602","Census Tract 96.02",,,,1830,487,270,114,107,104,105,114,39,61,78,83,137,53,9,0,69,26.61,14.75,6.23,5.85,5.68,5.74,6.23,2.13,3.33,4.26,4.54,7.49,2.9,0.49,0,3.77
"11001009603","Census Tract 96.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000182",,,,,"11","001",,,"009603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009603","Census Tract 96.03",,,,1721,226,157,94,61,38,83,71,18,181,219,169,173,44,65,38,84,13.13,9.12,5.46,3.54,2.21,4.82,4.13,1.05,10.52,12.73,9.82,10.05,2.56,3.78,2.21,4.88
"11001009604","Census Tract 96.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000183",,,,,"11","001",,,"009604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009604","Census Tract 96.04",,,,833,69,36,22,12,15,28,69,33,24,45,95,121,111,36,84,33,8.28,4.32,2.64,1.44,1.8,3.36,8.28,3.96,2.88,5.4,11.4,14.53,13.33,4.32,10.08,3.96
